,,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,text1,text2,text3,text4,text5,text6,text7,text8,text9,text10,text11,text12,text13,text14,text15,text16,text17,text18,text19,text20,text21,text22,text23,text24,text25,text26,text27,text28,text29,text30,text31,text32,text33,text34,text35,text36,text37,text38,text39,text40,text41,text42,text43,text44,text45,text46,text47,text48,text49,text50,text51,text52,text53,text54,text55,text56,text57,text58,text59,text60,text61,text62,text63,text64,text65,text66,text67,text68,text69,text70,text71,text72,text73,text74,text75,text76,text77,text78,text79,text80,text81,text82,text83,text84,text85,text86,text87,text88,text89,text90,text91,text92,text93,text94,text95,text96,text97,text98,text99,text100,text101,text102,text103,text104,text105,text106,text107,text108,text109,text110,text111,text112,text113,text114
41,,FALSE,0,NA,28/9/2018 3:49,TRUE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TheMeck,0,FALSE,FALSE,NA,NA,Exactly,Sarah,You,nailed,it,--,The,same,can,be,said,about,you.,@realDonaldTrump,@drudge,@GovMikeHuckabee,@jimtuscal<U+2026>,https://t.co/GiW8aOJdrh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",teeps_ii,211,TRUE,FALSE,NA,NA,RT,@IWV:,Although,@nytimes,interviewed,several,dozen,people,in,an,attempt,to,confirm,the,story,but,found,NO,ONE,with,credible,knowledge,#K<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",4tybin,4,TRUE,FALSE,NA,NA,RT,@AltWASONPS:,Let,me,make,this,very,clear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rajtrek,18,TRUE,FALSE,NA,NA,RT,@PatriotNotPol:,So,#Democrats,expect,Judge,#kavanaugh,to,uphold,the,longstanding,precept,that,all,accused,are,<U+2018>innocent,until,proven,gui<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bknight53,18,TRUE,FALSE,NA,NA,RT,@morganarae:,@JohnJHarwood,Judge,#Kavanaugh,conducted,himself,as,well,as,any,one,would,expect,of,an,angry,drunk,who,lies,to,congress,and<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DeplorableinOnt,852,TRUE,FALSE,NA,NA,RT,@AmyMek:,If,you,are,not,crying,for,Brett,#Kavanaugh,and,his,family,right,now,you,have,lost,your,way...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BGzflosi3,2472,TRUE,FALSE,NA,NA,RT,@RepSwalwell:,By,most,accounts,the,<U+2018>91,Anita,Hill,hearing,for,Justice,Thomas,was,a,disgrace.,The,story,of,America,is,progress.,Over,20<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,FALSE,0,secupp,28/9/2018 3:49,TRUE,1.04551E+18,1.04552E+18,19268706,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",C4YerSelf,0,FALSE,FALSE,NA,NA,@secupp,@BookWormTurns88,@NYDailyNews,Not,so,fast,-,IMHO,#Kavanaugh,actually,lied,and,more,than,once.<U+2026>,https://t.co/80mY6OkUMm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",suzann_ortega,1086,TRUE,FALSE,NA,NA,RT,@ScottPresler:,For,as,long,as,I,live,I'll,never,forget,watching,Judge,Brett,Kavanaugh,pleading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dragonknight117,143,TRUE,FALSE,NA,NA,RT,@pollsofpolitics:,Have,the,#Democrats,gone,to,far,trying,to,block,@realDonaldTrump's,#SCOTUS,pick,#Kavanaugh,from,confirmation???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RicharDeanAreMe,57,TRUE,FALSE,NA,NA,RT,@activist_mommy:,Couldn't,resist!,<U+0001F60F><U+0001F609>,#GrahamSlam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kuldre,171,TRUE,FALSE,NA,NA,RT,@BenJealous:,Delay?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",julshenley,2581,TRUE,FALSE,NA,NA,RT,@howardfineman:,The,flawed,#Kavanaugh,hearing,worked,in,one,sense.,It,showed,him,as,he,really,is:,a,hot-tempered,ferociously,ambitious<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PhemieD,575,TRUE,FALSE,NA,NA,RT,@USMCLiberal:,If,anything,can,be,gleaned,from,#Kavanaugh<U+2019>s,testimony,today,it<U+2019>s,that,he<U+2019>s,a,brat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jrlaredo,1430,TRUE,FALSE,NA,NA,RT,@SenMarkey:,Judge,#Kavanaugh,was,angry,belligerent,and,disrespectful.,He,displayed,the,exact,opposite,of,the,kind,of,temperament,expec<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mycatsmom99,141,TRUE,FALSE,NA,NA,RT,@waltb31:,.@SenatorCollins,@lisamurkowski,@JeffFlake,@JoeManchinWV,Ok,you,four.,It,comes,down,to,this.,If,you,vote,for,#Kavanaugh,you,a<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DrKikiG,372,TRUE,FALSE,NA,NA,RT,@lucius4justice:,#kavanaugh,has,a,long,history,as,a,political,operative.,Today,his,testimony,brought,it,into,sharp,relief,and,it,is,disq<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DebraMasters12,8,TRUE,FALSE,NA,NA,RT,@CarolCampbell4:,This...,Look,at,the,women,#WomenEd,#Kavanaugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JoGragg,152,TRUE,FALSE,NA,NA,RT,@CaliDeplorable:,It<U+2019>s,nauseating,&amp,embarrassing,to,watch,hours,of,mudslinging,when,we,KNOW,#Kavanaugh,is,innocent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,FALSE,0,NBCNews,28/9/2018 3:49,FALSE,1.04552E+18,1.04552E+18,14173315,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RitaCary,0,FALSE,FALSE,NA,NA,@NBCNews,shows,a,lack,of,judicial,temperament.,disgraceful.,juvenile.,not,SC,material.,Angry,entitled,baby,man,#Kavanaugh,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ColleenNohl,8286,TRUE,FALSE,NA,NA,RT,@MalcolmNance:,#Kavanaugh,visible,arrogance,unchecked,public,rage,and,haughty,sense,of,entitlement,is,disgraceful.,This,great,nation,de<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jenniferdelindq,2025,TRUE,FALSE,NA,NA,RT,@peterdaou:,THE,BIG,QUESTION:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",scoobystak,12729,TRUE,FALSE,NA,NA,RT,@NBedera:,I'm,a,sociologist,who,studies,adolescent,sexual,violence.,In,this,thread,I,offer,the,basic,facts,everyone,should,know,about,s<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",icstoopidppl,66,TRUE,FALSE,NA,NA,RT,@JLownLaw:,@waltb31,@jodotcom,@SenatorCollins,@lisamurkowski,@JeffFlake,@JoeManchinWV,All,Senators,who,vote,to,confirm,#Kavanaugh,withou<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Seriously2015,57,TRUE,FALSE,NA,NA,RT,@activist_mommy:,Couldn't,resist!,<U+0001F60F><U+0001F609>,#GrahamSlam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,FALSE,0,secupp,28/9/2018 3:49,TRUE,1.04551E+18,1.04552E+18,19268706,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ricksinger,0,FALSE,FALSE,NA,NA,@secupp,@NYDailyNews,You<U+2019>re,going,to,have,to,get,off,the,fence,at,some,point,Ms.,Cupp.,You<U+2019>re,still,trying,to,pleas<U+2026>,https://t.co/NsPCtqqg90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheHumps1015,128,TRUE,FALSE,NA,NA,RT,@takskat:,There<U+2019>s,probably,no,videos,to,prove,who,was,right,36,years,ago.,Who,do,you,believe,w/o,FBI,investigations?,#KavanaughHearings<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,FALSE,0,TaraSetmayer,28/9/2018 3:49,TRUE,NA,1.04552E+18,1591400760,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Micronanobot,0,FALSE,FALSE,NA,NA,@TaraSetmayer,Rush,to,Judgment,is,no,justice,at,all.,The,quality,of,#Kavanaugh,is,unimportant,to,repub,Senators,b<U+2026>,https://t.co/2DLJzKjqG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",see_soonya,128,TRUE,FALSE,NA,NA,RT,@takskat:,There<U+2019>s,probably,no,videos,to,prove,who,was,right,36,years,ago.,Who,do,you,believe,w/o,FBI,investigations?,#KavanaughHearings<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RepLindaBelcher,15,TRUE,FALSE,NA,NA,RT,@RomanJoySays:,@SenBobCorker,If,you're,so,certain,abt,#Kavanaugh,why,not,request,an,FBI,investigation,so,that,1,The,American,people,can<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SURGDissection,95,TRUE,FALSE,NA,NA,RT,@SURGDissection:,Retweet,if,you,want,to,drink,a,beer,with,Justice,@BrettKavanaugh,<U+0001F37B>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Titan_Observer,57,TRUE,FALSE,NA,NA,RT,@activist_mommy:,Couldn't,resist!,<U+0001F60F><U+0001F609>,#GrahamSlam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",f77a9c24c7f9451,268,TRUE,FALSE,NA,NA,RT,@youlosenordys:,Amen,@LindseyGrahamSC,thank,you,for,calling,this,what,it,is.,An,UNETHICAL,SHAM.,The,evil,agenda,of,the,democrats,is,so,o<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,FALSE,0,ByronYork,28/9/2018 3:49,TRUE,1.04539E+18,1.04552E+18,47739450,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lakelanier1071,0,FALSE,FALSE,NA,NA,@ByronYork,#Kavanaugh,was,gang,raped...By,@TheDemocrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",beckstrom68,43,TRUE,FALSE,NA,NA,RT,@VABVOX:,Why,did,#Kavanaugh,lie,about,having,watched,Ford's,testimony?,It,obviously,helped,him,decide,how,to,go,after,Ford,as,a,tragic<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",golfergirl107,1323,TRUE,FALSE,NA,NA,RT,@mikandynothem:,<U+0001F4A5>BAM<U+0001F4A5>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CraneRhonda,13,TRUE,FALSE,NA,NA,RT,@pink_lady56:,You,need,to,let,@SenatorCollins,know,that,you,support,#Kavanaugh!!,There,are,quite,a,few,comments,on,her,page,encouraging<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Krist59xKris,141,TRUE,FALSE,NA,NA,RT,@waltb31:,.@SenatorCollins,@lisamurkowski,@JeffFlake,@JoeManchinWV,Ok,you,four.,It,comes,down,to,this.,If,you,vote,for,#Kavanaugh,you,a<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",buckeye22b,1086,TRUE,FALSE,NA,NA,RT,@ScottPresler:,For,as,long,as,I,live,I'll,never,forget,watching,Judge,Brett,Kavanaugh,pleading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BlueMusky,0,FALSE,FALSE,NA,NA,Lindsey,#Graham,skewers,#Feinstein,and,the,#Democrats,during,#Kavanaugh,hearing,today!,watch,(video)~&gt,https://t.co/mkdizlAZCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nottiefemme,298,TRUE,FALSE,NA,NA,RT,@ajplus:,Sen.,Mazie,Hirono,to,#Kavanaugh:,This is a job interview for one of the most important positions of trust in this country ...<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BJgillANT,4853,TRUE,FALSE,NA,NA,RT,@JohnKasich:,My,statement,on,Judge,#Kavanaugh's,nomination,to,the,U.S.,Supreme,Court:,https://t.co/zw53NY9yeL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,FALSE,0,NA,28/9/2018 3:49,TRUE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",skcidnivla,0,FALSE,FALSE,NA,NA,Be sure your sins will find you out,Mr,#Kavanaugh,..,just,ask,Donald.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BrainTehYounger,2,TRUE,FALSE,NA,NA,RT,@6GorillionNotNf:,#Kavanaugh,is,IN,you,whiney,lying,sleepy,disgusting,depraved,vile,degenerate,liberal,commie,FUCKS!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ELM_NYC,1,TRUE,FALSE,NA,NA,RT,@marystudeny:,#Kavanaugh's,July,1,calendar,notes,for,party,at,Tobin's,house,looks,like,it,matches,up,w/,#DrFord,attack,info.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,FALSE,0,Bill_Maxwell_,28/9/2018 3:49,TRUE,1.04551E+18,1.04552E+18,9.58556E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bill_Maxwell_,0,FALSE,FALSE,NA,NA,When,there,is,a,dispute,over,election,results,the,#SCOTUS,will,come,into,play.,If,they,get,#Kavanaugh,through,and<U+2026>,https://t.co/x1pytBYhNh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tvpventures,917,TRUE,FALSE,NA,NA,RT,@peterdaou:,If,#JoeManchin,is,truly,undecided,on,#Kavanaugh,he,doesn't,belong,in,the,Democratic,Party.,Period.,https://t.co/I7tz4SOGpQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,FALSE,0,NA,28/9/2018 3:49,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DeepStateVoter,20,TRUE,FALSE,NA,NA,RT,@ChrisLutolf:,Thursday's,SCOTUS,Hearing,in,a,nutshell:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
